Title,SJR,SJR Best Quartile,H index,Total Docs. (2024),Total Docs. (3years),Total Refs.,Total Cites (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,%Female,APC (USD),Aging,Cancer Research,Cardiology and Cardiovascular Medicine,Community and Home Care,Complementary and Alternative Medicine,Critical Care and Intensive Care Medicine,Endocrinology,"Endocrinology, Diabetes and Metabolism",Gastroenterology,Geriatrics and Gerontology,Gerontology,Health Policy,Hematology,Hepatology,Immunology,Immunology and Allergy,Immunology and Microbiology,Infectious Diseases,Internal Medicine,Medicine,Nephrology,Oncology,Parasitology,Pulmonary and Respiratory Medicine,Reproductive Medicine,Respiratory Care,Rheumatology
Programme Grants for Applied Research,0.35,Q3,8,8,34,608,43,34,1.05,76,57.67,2814,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemical and Pharmaceutical Bulletin,0.349,Q3,106,159,426,5659,669,414,1.4,35.59,24.69,2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Asian Journal of Endoscopic Surgery,0.348,Q3,29,148,422,2591,418,417,0.99,17.51,12.69,2748,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australasian Journal of Ultrasound in Medicine,0.348,Q3,17,37,107,916,106,95,1,24.76,32.87,2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Egyptian Rheumatologist,0.348,Q3,24,44,194,1548,230,192,1.29,35.18,57.85,2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Health Physics,0.348,Q3,85,118,403,3202,382,352,1.07,27.14,29.35,2892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Historia, Ciencias, Saude - Manguinhos",0.348,Q3,24,58,240,2612,99,213,0.31,45.03,55.41,2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Transfusion Clinique et Biologique,0.348,Q3,46,51,258,1296,225,194,0.86,25.41,45.66,2748,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Xenobiotica,0.348,Q3,91,86,312,3707,376,311,1.21,43.1,45.39,2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Developments in Ophthalmology,0.347,Q3,48,0,9,0,6,8,0,0,0,2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Frontiers in Gastroenterology,0.347,Q3,6,38,93,1788,87,86,0.94,47.05,38.74,2739,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMI,0.347,Q3,9,37,130,1095,122,113,0.97,29.59,46.43,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Journal of Cardiovascular and Thoracic Research,0.347,Q3,17,41,144,1253,169,137,0.8,30.56,48.65,2664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Texas Heart Institute Journal,0.347,Q3,65,70,305,1155,248,210,0.78,16.5,28.67,2677,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Biologicals,0.346,Q3,68,50,121,1876,173,120,1.63,37.52,42.72,2871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Community Dental Health,0.346,Q3,55,48,141,1326,153,124,1.03,27.63,56.92,2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Pancreatology,0.346,Q3,12,55,80,2780,75,77,1.02,50.55,34.93,2894,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Seminars in Interventional Radiology,0.346,Q3,61,55,254,2345,353,242,1.16,42.64,33.12,2765,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
American Journal of Dentistry,0.345,Q3,84,66,165,1683,224,165,1.26,25.5,57.81,2862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Stapp car crash journal,0.345,Q3,46,13,16,0,21,16,1.5,0,36.73,2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Theoretical Medicine and Bioethics,0.345,Q3,46,37,77,1615,108,62,1.11,43.65,34.09,2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Arab Journal of Gastroenterology,0.344,Q3,26,80,150,2802,174,146,1.27,35.03,40.14,2724,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazilian Journal of Nephrology,0.344,Q3,35,148,320,3914,321,253,0.9,26.45,49.72,2720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Clinical Journal of Oncology Nursing,0.344,Q3,57,98,352,2144,325,308,0.75,21.88,80.24,2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Eurasian Journal of Medicine,0.344,Q3,26,37,212,1192,234,185,1.15,32.22,39.83,2695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annals of Hepato-Biliary-Pancreatic Surgery,0.343,Q3,11,60,552,2029,302,356,1.17,33.82,25.24,2548,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Journal of Veterinary Research,0.343,Q3,58,17,131,537,128,130,1.08,31.59,43.59,2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Current Treatment Options in Cardiovascular Medicine,0.343,Q3,42,27,144,1890,119,144,0.67,70,41.23,2957,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Population Medicine,0.343,Q3,9,24,113,700,101,106,0.74,29.17,46.59,2626,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Breast Disease,0.342,Q3,37,30,178,1008,193,178,0.91,33.6,50.49,2673,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Malawi Medical Journal,0.342,Q3,30,43,147,1519,133,132,0.72,35.33,45.14,2774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAR and QSAR in Environmental Research,0.342,Q3,56,55,147,3041,324,147,2.29,55.29,34.38,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annals of Pediatric Cardiology,0.341,Q3,31,80,330,1200,261,291,0.62,15,30.13,2667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brazilian Journal of Cardiovascular Surgery,0.341,Q3,36,101,431,1913,480,368,1.05,18.94,26.98,2712,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hemato,0.341,Q3,8,35,133,2066,129,129,1.04,59.03,57.67,2730,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeitschrift fur Gerontologie und Geriatrie,0.341,Q4,49,111,391,2423,322,300,0.76,21.83,50.19,2731,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Developing World Bioethics,0.34,Q3,37,48,122,745,147,99,0.96,15.52,48.74,2946,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electromagnetic Biology and Medicine,0.34,Q3,50,29,102,1408,205,101,1.51,48.55,34.58,2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Immunoassay and Immunochemistry,0.34,Q4,33,35,129,1390,174,126,1.16,39.71,58.86,2730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Music Therapy Perspectives,0.34,Q2,19,25,75,898,70,69,1.02,35.92,82,2782,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pan African Medical Journal,0.34,Q3,53,547,2466,10435,2211,2134,0.79,19.08,38.25,2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cardiovascular and Hematological Agents in Medicinal Chemistry,0.339,Q3,44,50,71,2975,96,64,1.5,59.5,42.76,2754,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Biomedical Nanotechnology,0.339,Q3,96,0,322,0,510,322,1.47,0,0,2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Medical Problems of Performing Artists,0.339,Q3,43,20,92,740,88,90,0.73,37,63.51,2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Medycyna Pracy,0.339,Q3,26,47,157,1912,173,155,1.14,40.68,66.86,2627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Psychiatria Polska,0.339,Q3,35,76,313,2952,351,280,1.08,38.84,54.5,2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Artificial Organs,0.338,Q3,46,86,176,2268,231,173,1.35,26.37,18.08,2772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Nuclear Medicine Technology,0.338,Q3,49,87,241,626,231,218,1.02,7.2,44.81,2689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Protein and Peptide Letters,0.338,Q3,69,73,351,4445,470,326,1.23,60.89,47.39,2768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Retos,0.338,Q3,33,1291,1300,61341,3565,1300,2.82,47.51,34.82,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Technology and Health Care,0.338,Q3,53,466,608,12892,1037,596,1.76,27.67,43.69,2616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cardiovascular Endocrinology and Metabolism,0.337,Q3,19,25,61,871,63,52,0.82,34.84,47.06,3009,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Enfermedades Infecciosas y Microbiologia Clinica,0.337,Q3,49,174,504,2956,500,425,1.02,16.99,57.01,2690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AACE Clinical Case Reports,0.336,Q3,15,78,242,948,230,224,0.89,12.15,54.28,2704,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forensic Science International: Genetics Supplement Series,0.336,Q3,31,0,127,0,97,126,0.76,0,0,2623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Frontiers in Transplantation,0.336,Q3,5,88,118,3861,112,112,0.95,43.88,42.26,2723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Healthcare Quality Research,0.336,Q3,21,60,206,1260,164,149,0.79,21,61.41,2524,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Prevention and Intervention in the Community,0.336,Q3,40,23,90,991,99,87,0.92,43.09,74.75,2732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Medeniyet Medical Journal,0.336,Q3,12,51,141,1047,176,133,1.03,20.53,50.97,2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Minerva Gastroenterology,0.336,Q3,35,90,267,2115,185,156,0.63,23.5,39.02,2749,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
New Zealand Veterinary Journal,0.336,Q3,63,38,142,1292,131,129,1.02,34,48,2904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Occupational Therapy in Health Care,0.336,Q3,31,101,102,4334,127,98,1.23,42.91,71.73,2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"British journal of hospital medicine (London, England : 2005)",0.335,Q3,37,257,612,6556,559,471,1.12,25.51,45.43,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Reproductive and Developmental Medicine,0.335,Q3,9,43,110,2384,110,103,1.1,55.44,48.26,2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Advances in Hematology,0.334,Q3,40,14,27,520,39,27,1.22,37.14,52.07,2843,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedagogy of Physical Culture and Sports,0.334,Q3,11,58,157,2321,293,157,2.2,40.02,30.14,2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Biomedical Physics and Engineering,0.333,Q3,26,61,218,1972,360,197,1.7,32.33,34.11,2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Quality Management in Health Care,0.333,Q3,39,68,142,1790,163,133,1.08,26.32,53.02,2695,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tropical Life Sciences Research,0.333,Q3,29,34,109,1818,186,109,1.56,53.47,39.5,2690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Asia Oceania Journal of Nuclear Medicine and Biology,0.332,Q3,9,26,80,592,83,80,1.08,22.77,29.03,2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Operative Techniques in Thoracic and Cardiovascular Surgery,0.332,Q3,20,46,143,513,74,95,0.43,11.15,19.82,2758,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Alter,0.331,Q3,27,0,28,0,53,24,0,0,0,2599,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Health, Sport, Rehabilitation",0.331,Q3,8,35,91,1181,147,91,1.52,33.74,45.07,2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Physical Activity and Health,0.331,Q3,12,18,73,893,112,73,1.31,49.61,40.98,2723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Blood Pressure Monitoring,0.33,Q3,67,65,220,1658,224,214,0.95,25.51,43.73,2744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Chinese Journal of Oncology,0.33,Q3,35,118,470,4421,572,469,1.44,37.47,47.08,2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
South African Journal of Sports Medicine,0.33,Q3,8,18,89,335,93,86,1.06,18.61,40,2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annals of Cardiac Anaesthesia,0.329,Q3,40,97,356,1341,328,274,0.95,13.82,32.7,2745,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hemoglobin,0.329,Q3,45,69,194,1813,189,191,0.98,26.28,52.11,2650,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Kinesiology and Sports Science,0.329,Q3,9,27,83,977,106,83,1.33,36.19,34.69,2630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of the ASEAN Federation of Endocrine Societies,0.329,Q3,10,1,130,11,128,117,1.08,11,66.67,2530,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nutricion Hospitalaria,0.329,Q3,67,210,647,5598,668,566,0.87,26.66,58.55,2669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chinese Journal of Applied Ecology,0.328,Q3,55,377,1271,17466,1973,1271,1.45,46.33,43.29,2662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Internal Medicine,0.328,Q3,83,640,2102,10377,1734,1767,0.84,16.21,19.44,2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Journal of Forensic Nursing,0.328,Q3,31,58,141,1820,136,124,0.82,31.38,73.37,2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Oman Medical Journal,0.328,Q3,49,81,360,1691,363,283,0.86,20.88,44.17,2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sucht,0.328,Q3,28,49,116,1442,83,83,0.48,29.43,41.84,2647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Techniques in Hand and Upper Extremity Surgery,0.328,Q3,36,28,172,91,105,158,0.61,3.25,17.57,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ARP Rheumatology,0.327,Q3,31,56,167,1365,137,126,0.88,24.38,59.41,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bulletin du Cancer,0.327,Q3,44,177,576,4885,489,409,0.66,27.6,52.66,2699,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Chimia,0.327,Q3,63,142,499,4813,485,427,1.08,33.89,30.73,2697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Clinical Journal of Gastroenterology,0.327,Q3,27,186,625,3808,582,619,0.86,20.47,16.87,2744,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Physician Assistant Education,0.327,Q3,20,91,201,1593,155,187,0.78,17.51,62.5,2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Toxicologic Pathology,0.327,Q3,38,20,106,745,124,106,0.94,37.25,37.86,2821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Reproduction, Fertility and Development",0.327,Q3,87,76,391,3967,450,390,1.91,52.2,46.45,2837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
EJC Paediatric Oncology,0.326,Q3,3,67,52,3484,55,52,1.06,52,55.11,2708,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
International Journal of Esthetic Dentistry,0.326,Q3,36,50,115,686,108,106,0.73,13.72,21.53,2749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
International Journal of Hepatology,0.326,Q3,23,9,29,309,40,29,1.16,34.33,37.84,2966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Radiation Protection and Research,0.326,Q3,6,20,76,549,66,74,0.84,27.45,32.43,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Medical Archives,0.326,Q3,38,60,247,1225,310,239,1.07,20.42,46.03,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Precision Cancer Medicine,0.326,Q3,10,5,97,377,87,79,0.82,75.4,58.33,2643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Antiviral Chemistry and Chemotherapy,0.325,Q3,61,0,17,0,23,17,1.5,0,0,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Archaea,0.325,Q3,48,1,10,61,14,8,1,61,100,2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Complementary Medicine Research,0.325,Q2,48,73,173,2526,203,156,0.93,34.6,48.17,2654,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Indian Journal of Sexually Transmitted Diseases and AIDS,0.325,Q3,22,63,185,647,118,122,0.53,10.27,52.29,2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Primary Care Companion for CNS Disorders,0.325,Q3,64,146,622,3623,460,414,0.75,24.82,40.25,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Acta Crystallographica Section F:Structural Biology Communications,0.324,Q3,47,49,158,1534,147,151,1.02,31.31,38.84,2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annals of Joint,0.324,Q3,10,57,150,2116,148,132,1.09,37.12,16.46,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bladder Cancer,0.324,Q3,31,22,135,695,71,126,0.56,31.59,32.14,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Journal of Pediatric Hematology/Oncology,0.324,Q3,88,194,971,4851,810,897,0.78,25.01,56.38,2755,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Journal of Substance Use,0.324,Q3,37,304,350,10507,345,342,0.92,34.56,52.03,2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Modern Rheumatology Case Reports,0.324,Q3,11,79,246,1678,278,244,1.11,21.24,24.89,2626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Psychodynamic Psychiatry,0.324,Q3,33,38,150,1305,80,148,0.53,34.34,38.98,2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Isokinetics and Exercise Science,0.323,Q3,33,36,119,1586,111,118,0.78,44.06,25.53,2586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Interventional Medicine,0.323,Q3,9,4,119,85,170,114,1.37,21.25,34.62,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Radiosurgery and SBRT,0.323,Q3,12,13,58,254,45,54,0.72,19.54,27.06,2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nagoya Journal of Medical Science,0.323,Q3,35,71,267,1930,280,266,0.95,27.18,21.66,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Clinical and Investigative Medicine,0.322,Q3,54,14,80,335,63,76,0.71,23.93,50,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
European Journal of Health Law,0.322,Q3,26,26,102,1187,69,98,0.67,45.65,43.24,2537,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iranian Journal of Immunology,0.322,Q3,28,30,129,1110,163,125,1.2,37,47.52,2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Journal of Nutritional Science and Vitaminology,0.322,Q3,70,69,244,2140,267,225,1.09,31.01,37.66,2705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Leukemia Research Reports,0.322,Q3,17,53,156,834,130,146,0.77,15.74,42.07,2700,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Medwave,0.322,Q3,19,66,190,1873,199,182,0.71,28.38,48.07,2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Clinical Imaging Science,0.321,Q3,27,50,163,1037,208,162,1.29,20.74,30,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Complementary and Integrative Medicine,0.321,Q2,35,79,330,3773,508,327,1.41,47.76,48.28,2705,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of special operations medicine : a peer reviewed journal for SOF medical professionals,0.321,Q3,31,49,256,1113,202,241,0.74,22.71,20.6,2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ulusal Travma ve Acil Cerrahi Dergisi,0.321,Q2,32,138,576,3264,568,571,1.02,23.65,22.56,2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Air Medical Journal,0.32,Q2,30,122,304,2268,235,294,0.84,18.59,34.01,2646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Flebologiya,0.32,Q3,10,40,89,1267,126,86,1.66,31.68,38.18,2509,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
International Journal of Pharmaceutical and Healthcare Marketing,0.32,Q3,31,50,93,3906,171,93,1.83,78.12,34.65,2725,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polish Journal of Veterinary Sciences,0.32,Q3,36,72,234,1234,236,234,1.04,17.14,41.26,2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
